,Unnamed: 0,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type,neighborhood
8370,8370,1168,Washington St @ Townsend St,,-71.094067,42.319958,,Townsend Street,Washington Street,Boston,0,1,3.0,Roxbury
8371,8371,node-412-lobby,Courthouse,Courthouse - Bottom of escalator from lobby to Thomson Place mezzanine,,,,,,Boston,3,1,,
8373,8373,node-sull-sbstairs-lobby,Sullivan Square,"Sullivan Square - Top of stairs for Forest Hills, Oak Grove",,,,,,Boston,3,1,,
8374,8374,91391,Huntington Ave @ Longwood Ave,,-71.100187,42.336067,,Longwood Avenue,Huntington Avenue,Boston,0,1,3.0,Fenway
8378,8378,node-kencl-fvmramp-lobby,Kenmore,Kenmore - Bottom of ramp between lobby and fare vending machines,,,,,,Boston,3,1,,
8380,8380,1165,Washington St @ Walnut Pk,,-71.097563,42.316446,,Walnut Park,Washington Street,Boston,0,1,3.0,Roxbury
8387,8387,8344,River St @ Reservation Rd,,-71.130937,42.25162,,Roxana Street,River Street,Boston,0,1,3.0,Hyde Park
8388,8388,66459,Cummins Hwy @ Hebron St,,-71.107489,42.272735,,Hebron Street,Cummins Highway,Boston,0,1,3.0,Mattapan
8394,8394,2788,243 West St opp Myopia Rd,,-71.126798,42.264152,,Myopia Road,West Street,Boston,0,1,3.0,Hyde Park
8400,8400,node-shmnl-syd-fareunpaid,Savin Hill,Savin Hill - Unpaid side of Sydney Street fare gates,-71.053602,42.310828,,,,Boston,3,1,,Dorchester
8403,8403,3370,Gallivan Blvd @ Kenmere Rd,,-71.056799,42.28261,,Granville Street,Gallivan Boulevard,Boston,0,1,3.0,Dorchester
8406,8406,node-pktrm-weststairs-lobby,Park Street,Park Street - Bottom of stairs between West Street and Copley & West platform,,,,,,Boston,3,1,,
8410,8410,4722,McClellan Highway opp Addison St,,-71.019421,42.38624,,Curtis Street,McClellan Highway,Boston,0,1,3.0,East Boston
8411,8411,1159,Centre St @ Barbara St,,-71.110544,42.321093,,Barbara Street,Centre Street,Boston,0,1,3.0,Jamaica Plain
8413,8413,node-936-platform,World Trade Center,World Trade Center - Bottom of outbound platform elevator,,,,,,Boston,3,1,,
8418,8418,node-367-lobby,Broadway,Broadway - Top of platform escalator,,,,,,Boston,3,1,,
8423,8423,node-coecl-churchstair-platform,Copley,Copley - Bottom of Old South Church stairs,-71.077609,42.350344,,,,Boston,3,1,,Back Bay
8425,8425,431,355 Norfolk St opp Withington St,,-71.073001,42.289347,,Withington Street,Norfolk Street,Boston,0,1,3.0,Dorchester
8426,8426,node-880-lobby,Andrew,Andrew - Top of inbound elevator,,,,,,Boston,3,1,,
8427,8427,637,Washington St @ Firth Rd,,-71.125513,42.28878,,Firth Road,Washington Street,Boston,0,1,3.0,Roslindale
8431,8431,node-wtcst-wtcbstairs-lobby,World Trade Center,World Trade Center - Bottom of first flight of World Trade Center entrance stairs,,,,,,Boston,3,1,,
8432,8432,51839,LaGrange St @ Anderer Ln,,-71.170531,42.293541,,,La Grange Street,Boston,0,1,3.0,West Roxbury
8434,8434,1273,Washington St @ Commonwealth Ave,,-71.143266,42.343868,,Commonwealth Avenue Frontage Road Westbound,Washington Street,Boston,0,1,3.0,Brighton
8435,8435,10,Theo Glynn Way @ Newmarket Sq,,-71.068787,42.330555,,Newmarket Square,Theodore Glynn Way,Boston,0,1,3.0,Roxbury
8436,8436,2841,529 Main St,,-71.072681,42.384402,,Sullivan Square,Main Street,Boston,0,1,3.0,Charlestown
8439,8439,71265,Adams St @ Butler St - Butler Sta,,-71.064038,42.273318,,Butler Street,Adams Street,Boston,0,1,3.0,Dorchester
8444,8444,node-chncl-oglower-lobby,Chinatown,Chinatown - Bottom of stairs between lobby and landing,,,,,,Boston,3,1,,
8446,8446,node-415-platform,Courthouse,Courthouse - Bottom of escalator from outbound platform to lobby,,,,,,Boston,3,1,,
8449,8449,node-843-busway,Forest Hills,Forest Hills - Bottom of lower busway elevator,-71.113674,42.300601,,,,Boston,3,1,,Jamaica Plain
8451,8451,node-sbmnl-stairs-lobby,Stony Brook,Stony Brook - Top of stairs,-71.104258,42.317312,,,,Boston,3,1,,Jamaica Plain
8455,8455,node-dwnxg-stair16-lobby,Downtown Crossing,Downtown Crossing - Bottom of stairs between Chauncy Street lobby and street,,,,,,Boston,3,1,,
8456,8456,place-crtst,Courthouse,,-71.04685,42.35245,"Seaport Blvd and Pittsburg St, Boston, MA",,,Boston,1,1,,South Boston Waterfront
8458,8458,node-chncl-fhupper-landing,Chinatown,Chinatown - Bottom of stairs for street,,,,,,Boston,3,1,,
8467,8467,852,Vermont St @ Temple St,,-71.168478,42.285412,,Temple Street,Vermont Street,Boston,0,1,3.0,West Roxbury
8469,8469,77777,Melnea Cass Blvd @ Washington St,,-71.081253,42.332906,,Washington Street,Melnea Cass Boulevard,Boston,0,1,3.0,Roxbury
8471,8471,1140,Centre St @ Highland St,,-71.097571,42.324791,,Highland Street,Centre Street,Boston,0,1,3.0,Roxbury
8472,8472,236,Atlantic Ave @ Central St,,-71.052369,42.359022,,Central Street,John F. Fitzgerald Surface Road,Boston,0,1,3.0,Downtown
8473,8473,826,Centre St @ Glenhaven Rd,,-71.16203,42.270125,,Glenhaven Road,Centre Street,Boston,0,1,3.0,West Roxbury
8482,8482,514,Washington St @ Coolidge Rd,,-71.070857,42.281176,,Ogden Street,Washington Street,Boston,0,1,3.0,Dorchester
8487,8487,266,E 8th St @ M St,,-71.033352,42.331439,,M Street,East Eighth Street,Boston,0,1,3.0,South Boston
8489,8489,326,Dorchester Ave opp Gibson St,,-71.061082,42.297293,,Gibson Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
8492,8492,34,P St @ E 2nd St,,-71.027304,42.337528,,East Second Street,P Street,Boston,0,1,3.0,South Boston
8499,8499,1757,177 Heath St opp Walden St,,-71.105107,42.326137,,Schiller Street,Heath Street,Boston,0,1,3.0,Mission Hill
8504,8504,5235,Washington St @ Rossmore Rd,,-71.10846,42.305395,,McBride Street,Washington Street,Boston,0,1,3.0,Jamaica Plain
8507,8507,2825,Main St @ W School St,,-71.065733,42.376399,,West School Street,Main Street,Boston,0,1,3.0,Charlestown
8508,8508,121,JFK/UMass,JFK/UMass - Busway,-71.05178,42.320511,,,,Boston,0,1,3.0,Dorchester
8509,8509,WML-0035-02,Boston Landing,Boston Landing - Commuter Rail - Track 2 (South Station),-71.139883,42.357293,,,,Boston,0,1,2.0,Brighton
8510,8510,node-pktrm-tremstairfare-unpaid,Park Street,Park Street - Unpaid side of fare gates,,,,,,Boston,3,1,,
8512,8512,11860,Robert St @ Belgrade Ave,,-71.132156,42.287257,,South Conway Street,Robert Street,Boston,0,1,3.0,Roslindale
8513,8513,18,180 Dorchester St opp W 7th St,,-71.049528,42.333589,,West Seventh Street,Dorchester Street,Boston,0,1,3.0,South Boston
8516,8516,8946,Alwin St @ Stonehill Rd,,-71.140109,42.253854,,Stonehill Road,Alwin Street,Boston,0,0,3.0,Hyde Park
8517,8517,5731,Meridian St @ West Eagle St,,-71.039378,42.381432,,West Eagle Street,Meridian Street,Boston,0,1,3.0,East Boston
8518,8518,10032,E 1st St opp O St,,-71.029203,42.338274,,O Street,East First Street,Boston,0,1,3.0,South Boston
8521,8521,5900,Lexington St @ Brooks St,,-71.034853,42.378748,,Brooks Street,Lexington Street,Boston,0,1,3.0,East Boston
8524,8524,5734,Meridian St @ Lexington St,,-71.039277,42.376967,,Lexington Street,Meridian Street,Boston,0,1,3.0,East Boston
8526,8526,place-haecl,Haymarket,,-71.05829,42.363021,"136 Blackstone St, Boston, MA 02109",,,Boston,1,1,,Downtown
8532,8532,node-jaksn-133-lobby,Jackson Square,Jackson Square - Top of Escalator 133,,,,,,Boston,3,1,,
8533,8533,21151,Warren St @ Kearsarge Ave,,-71.083021,42.327349,,Kearsarge Avenue,Warren Street,Boston,0,1,3.0,Roxbury
8534,8534,node-sstat-419stair-lobby,South Station,"South Station - Top of stairs for Red Line, Silver Line lobby",,,,,,Boston,3,1,,
8535,8535,5904,Lexington St @ Brooks St,,-71.03501,42.378584,,Brooks Street,Lexington Street,Boston,0,1,3.0,East Boston
8538,8538,2791,403 West St,,-71.131688,42.268857,,West Street,Poplar Street,Boston,0,1,3.0,Hyde Park
8540,8540,1582,Blue Hill Ave @ Edgewood St,,-71.078086,42.31715,,Edgewood Street,Blue Hill Avenue,Boston,0,1,3.0,Roxbury
8544,8544,139,263 Mt Vernon St @ St Christopher's Church,,-71.045834,42.31897,,,Mount Vernon Street,Boston,0,1,3.0,Dorchester
8555,8555,door-pktrm-exitashbrain,Park Street - Escalator to Tremont St (South),Park Street - Escalator to Tremont St (South),-71.062427,42.355976,,,,Boston,2,2,,Downtown
8558,8558,node-dwnxg-112fare-paid,Downtown Crossing,Downtown Crossing - Paid side of exit-only gate,,,,,,Boston,3,1,,
8565,8565,1616,Margaretta Dr @ Crown Point Dr,,-71.146391,42.257411,,Crown Point Drive,Margaretta Drive,Boston,0,1,3.0,West Roxbury
8566,8566,16551,Congress St @ Franklin St,,-71.055682,42.35555,,Franklin Street,Congress Street,Boston,0,1,3.0,Downtown
8567,8567,node-sstat-north-farepaid,South Station,South Station - Paid side of fare gates,,,,,,Boston,3,1,,
8574,8574,85567,Baker St @ Cutter Rd,,-71.168076,42.280438,,Cutter Road,Baker Street,Boston,0,1,3.0,West Roxbury
8578,8578,70112,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,-71.152526,42.33873,,,,Boston,0,2,0.0,Brighton
8579,8579,1268,Washington St @ Shepard St,,-71.149882,42.348224,,,Washington Street,Boston,0,1,3.0,Brighton
8581,8581,2904,Columbia Rd @ Wolcott St,,-71.083527,42.303376,,Wolcott Street,Columbia Road,Boston,0,1,3.0,Dorchester
8582,8582,node-149-lobby,Tufts Medical Center,Tufts Medical Center - Top of Escalator 149,,,,,,Boston,3,1,,
8584,8584,171,Berkeley St @ Columbus Ave,,-71.071717,42.348569,,Columbus Avenue,Berkeley Street,Boston,0,1,3.0,South End
8585,8585,5250,1437 Centre St opp Ardale St,,-71.13749,42.29326,,Ardale Street,Centre Street,Boston,0,1,3.0,West Roxbury
8588,8588,1475,Hancock St @ Bowdoin St,,-71.062553,42.311233,,Cameron Street,Hancock Street,Boston,0,1,3.0,Dorchester
8591,8591,2,Washington St @ Melnea Cass Blvd,,-71.081252,42.332324,,,Washington Street,Boston,0,1,3.0,Roxbury
8600,8600,70275,Mattapan,Mattapan - Mattapan Trolley - Exit Only,-71.092389,42.267625,,,,Boston,0,1,0.0,Mattapan
8601,8601,node-446-bl,Government Center,Government Center - Bottom of escalator to Green Line,,,,,,Boston,3,1,,
8603,8603,node-state-exchange-farepaid,State,State - Paid side of fare gates,,,,,,Boston,3,1,,
8604,8604,628,WASHINGTON STREET / ENNEKING PARKWAY BRANCH,,-71.143477,42.27292,,Enneking Parkway Branch,Washington Street,Boston,0,1,3.0,Hyde Park
8606,8606,node-rcmnl-134-platform,Roxbury Crossing,Roxbury Crossing - Bottom of Escalator 134,-71.095658,42.331132,,,,Boston,3,1,,Roxbury
8610,8610,door-symcl-huntw,"Symphony - Massachusetts Ave, Huntington Ave (West)","Symphony - Massachusetts Ave, Huntington Ave (West)",-71.085185,42.342822,,,,Boston,2,2,,Fenway
8613,8613,1621,W Boundary Rd @ Georgetowne Dr,,-71.145404,42.259345,,Georgetowne Drive,West Boundary Road,Boston,0,1,3.0,Hyde Park
8616,8616,341,Dorchester Ave @ Dix St,,-71.061634,42.294957,,Dix Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
8617,8617,518,Washington St @ Ashmont St,,-71.071094,42.285485,,Ashmont Street,Washington Street,Boston,0,1,3.0,Dorchester
8621,8621,node-lbusstairs-upper,Sullivan Square,Sullivan Square - Top of stairs for lower busway,,,,,,Boston,3,1,,
8622,8622,node-symcl-wb-wtop,Symphony,Symphony - Top of stairs for west entrances,,,,,,Boston,3,1,,
8630,8630,1040,Market St @ Guest St,,-71.148285,42.357313,,Guest Street,Market Street,Boston,0,1,3.0,Brighton
8636,8636,node-867-lobby,Broadway,Broadway - Top of platform elevator,,,,,,Boston,3,1,,
8641,8641,2905,Boston St @ Ellery St,,-71.057733,42.328459,,Ellery Street,Boston Street,Boston,0,1,3.0,South Boston
8644,8644,node-892-lobby,Downtown Crossing,"Downtown Crossing - Bottom of elevator between Washington Street, Winter Street lobby and street",,,,,,Boston,3,1,,
8647,8647,70047,Airport,Airport - Blue Line - Bowdoin,-71.030395,42.374262,,,,Boston,0,1,1.0,East Boston
8650,8650,place-mispk,Mission Park,,-71.109756,42.333195,"Huntington Ave and Mission Park Dr, Boston, MA 02115",,,Boston,1,2,,Mission Hill
8652,8652,node-fldcr-fareunpaid,Fields Corner,Fields Corner - Unpaid side of fare gates,-71.061699,42.300049,,,,Boston,3,1,,Dorchester
8653,8653,884,Summer St @ E 1st St,,-71.035424,42.33828,,East First Street,Summer Street,Boston,0,1,3.0,South Boston
8655,8655,node-state-statestreetstairs-lobby,State,State - Bottom of stairs between lobby and City Hall,,,,,,Boston,3,1,,
8664,8664,place-babck,Babcock Street,,-71.119924,42.351616,"Commonwealth Ave and Babcock St, Boston, MA 02215",,,Boston,1,1,,Allston
8666,8666,1154,Heath St @ Bromley St,,-71.099579,42.325366,,Bromley Street,Heath Street,Boston,0,1,3.0,Mission Hill
8667,8667,node-forhl-busfarepaid,Forest Hills,Forest Hills - Paid side of fare gates,-71.114062,42.300742,,,,Boston,3,1,,Jamaica Plain
8668,8668,31391,Huntington Ave @ Gainsborough St,,-71.086788,42.341443,,Gainsborough Street,Huntington Avenue,Boston,0,1,3.0,Fenway
8669,8669,822,Centre St @ Autumn St,,-71.160531,42.276483,,Bogandale Road,Centre Street,Boston,0,1,3.0,West Roxbury
8671,8671,door-bbsta-underpass,Back Bay - Underpass to Copley Place,Back Bay - Underpass to Copley Place,-71.076565,42.347273,,,,Boston,2,2,,Back Bay
8674,8674,2918,Columbia Rd @ Geneva Ave,,-71.078321,42.306216,,Geneva Avenue,Columbia Road,Boston,0,1,3.0,Dorchester
8677,8677,11259,Malcolm X Blvd @ Shawmut Ave,,-71.086203,42.329483,,Shawmut Avenue,Malcolm X Blvd,Boston,0,1,3.0,Roxbury
8681,8681,2787,West St @ Gwinnett St,,-71.124698,42.262848,,Gwinnett Street,West Street,Boston,0,1,3.0,Hyde Park
8682,8682,node-masta-mainstair-lobby,Massachusetts Avenue,Massachusetts Avenue - Top of lobby stairs from platform,-71.083664,42.341364,,,,Boston,3,1,,Fenway
8684,8684,node-grnst-stairs-platform,Green Street,Green Street - Bottom of stairs,-71.107743,42.310317,,,,Boston,3,1,,Jamaica Plain
8687,8687,10014,Albany St opp Boston Medical,,-71.07251,42.334117,,,Albany Street,Boston,0,1,3.0,South End
8689,8689,node-crtst-wtcmainstair-lobby,Courthouse,Courthouse - Top of stairs for outbound platform,,,,,,Boston,3,1,,
8699,8699,70248,Longwood Medical Area,Longwood Medical Area - Green Line - Park Street & North,-71.099328,42.336217,,,,Boston,0,1,0.0,Mission Hill
8702,8702,node-armnl-eescstairs-lobby,Arlington,Arlington - Bottom of stairs from eastbound escalator,,,,,,Boston,3,1,,
8705,8705,1242,Tremont St @ Charles St S,,-71.066481,42.348777,,Jefferson Street,Tremont Street,Boston,0,1,3.0,Downtown
8706,8706,node-919-rl,South Station,South Station - Bottom of Elevator 919,,,,,,Boston,3,1,,
8707,8707,node-state-congress-fareunpaid,State,State - Unpaid side of fare gates,,,,,,Boston,3,1,,
8708,8708,8681,Adams St @ King St,,-71.057347,42.293028,,King Street,Adams Street,Boston,0,1,3.0,Dorchester
8709,8709,1191,Cambridge St @ Lincoln St,,-71.128045,42.357458,,,Cambridge Street,Boston,0,1,3.0,Allston
8714,8714,node-364-lobby,Downtown Crossing,Downtown Crossing - Bottom of escalator from Franklin Street lobby to street,,,,,,Boston,3,1,,
8716,8716,557,452 Geneva Ave opp Bloomfield St,,-71.065374,42.299875,,Bloomfield Street,Geneva Avenue,Boston,0,1,3.0,Dorchester
8717,8717,623,Washington St @ Ridgecrest Dr,,-71.154519,42.263523,,Ridgecrest,Washington Street,Boston,0,1,3.0,West Roxbury
8718,8718,node-chncl-ogfarepaid,Chinatown,Chinatown - Paid side of fare gates,,,,,,Boston,3,1,,
8720,8720,188,Massachusetts Ave @ Massachusetts Ave Station,,-71.083092,42.34157,,,Massachusetts Avenue,Boston,0,1,3.0,Roxbury
8721,8721,node-ccmnl-305-platform,Community College,Community College - Bottom of Escalator 305,,,,,,Boston,3,1,,
8725,8725,5899,Lexington St @ Putnam St,,-71.032704,42.37956,,Putnam Street,Lexington Street,Boston,0,1,3.0,East Boston
8728,8728,29011,Sullivan Square,Sullivan Square - Lower Berth 11,-71.076086,42.384351,,,Busway,Boston,0,1,3.0,Charlestown
8729,8729,26500,American Legion Hwy @ Cummins Hwy,,-71.116358,42.278388,,Cummins Highway,American Legion Highway,Boston,0,1,3.0,Hyde Park
8731,8731,15857,Sumner St @ Orleans St,,-71.038158,42.368109,,Orleans Street,Sumner Street,Boston,0,1,3.0,East Boston
8732,8732,6402,17 Pond St,,-71.117192,42.250218,,Highland Street,Pond Street,Boston,0,1,3.0,Hyde Park
8733,8733,node-prmnl-ebstair-platform,Prudential,Prudential - Bottom of Park Street & North stairs,,,,,,Boston,3,1,,
8735,8735,door-rugg-upper,Ruggles - Upper Busway,Ruggles - Upper Busway,-71.089501,42.336821,,,,Boston,2,1,,Fenway
8738,8738,264,E 8th St @ K St,,-71.037417,42.331379,,K Street,East Eighth Street,Boston,0,1,3.0,South Boston
8741,8741,place-DB-2240,Talbot Avenue,,-71.07814,42.292246,"210 Talbot Ave, Boston, MA 02124",,,Boston,1,1,,Dorchester
8743,8743,70014,Back Bay,Back Bay - Orange Line - Forest Hills,-71.075727,42.34735,,,,Boston,0,1,1.0,South End
8746,8746,70051,Orient Heights,Orient Heights - Blue Line - Bowdoin,-71.004809,42.386909,,,,Boston,0,1,1.0,East Boston
8751,8751,node-128-busway,Forest Hills,Forest Hills - Bottom of south lower busway escalator,-71.113818,42.300451,,,,Boston,3,1,,Jamaica Plain
8752,8752,630,Washington St @ Blue Ledge Dr,,-71.138763,42.276717,,Brahms Street,Washington Street,Boston,0,1,3.0,Roslindale
8755,8755,70007,Jackson Square,Jackson Square - Orange Line - Oak Grove,-71.099592,42.323132,,,,Boston,0,1,1.0,Jamaica Plain
8757,8757,node-shmnl-sydstair-lobby,Savin Hill,Savin Hill - Top of stairs between Sydney Street and lobby,-71.053681,42.310838,,,,Boston,3,1,,Dorchester
8759,8759,1029,Chestnut Hill Ave @ Commonwealth Ave,,-71.153451,42.338312,,Commonwealth Avenue,Chestnut Hill Avenue,Boston,0,1,3.0,Brighton
8760,8760,node-938-platform,Courthouse,Courthouse - Bottom of elevator between outbound platform and lobby,,,,,,Boston,3,1,,
8762,8762,1186,Washington St @ Bray St,,-71.097046,42.317182,,Westminster Avenue,Washington Street,Boston,0,1,3.0,Roxbury
8766,8766,3088,Gibson St @ Adams St,,-71.057257,42.298223,,Adams Street,Gibson Street,Boston,0,1,3.0,Dorchester
8768,8768,node-forhl-southstairs-platform,Forest Hills,"Forest Hills - Bottom of Orange Line stairs for Arborway, Southwest Corridor Park",-71.11352,42.301714,,,,Boston,3,1,,Jamaica Plain
8770,8770,849,Lagrange St opp Burard St,,-71.163863,42.285967,,Burard Street,La Grange Street,Boston,0,1,3.0,West Roxbury
8771,8771,70252,Fenwood Road,Fenwood Road - Green Line - Park Street & North,-71.105583,42.333706,,,,Boston,0,2,0.0,Mission Hill
8776,8776,node-141-lobby,Back Bay,Back Bay - Top of Orange Line platform west escalator,,,,,,Boston,3,1,,
8780,8780,1074,367 Western Ave opp Brighton Mills Mall,,-71.138519,42.362807,,,Western Avenue,Boston,0,1,3.0,Brighton
8781,8781,3069,Neponset Ave @ King St,,-71.052328,42.294329,,King Street,Neponset Avenue,Boston,0,1,3.0,Dorchester
8782,8782,door-armnl-arlte,Arlington - Arlington St (East),Arlington - Arlington St (East),-71.070509,42.351738,,,,Boston,2,2,,Downtown
8783,8783,1843,Weld St @ Maple St,,-71.157421,42.291526,,Maple Street,Weld Street,Boston,0,1,3.0,West Roxbury
8784,8784,node-sstat-ashbrain-fareunpaid,South Station,South Station - Unpaid side of exit-only gates,,,,,,Boston,3,1,,
8788,8788,1110,N Beacon St @ Cambridge St,,-71.138173,42.353583,,,North Beacon Street,Boston,0,1,3.0,Allston
8794,8794,619,Washington St @ Rockland Towers,,-71.160255,42.258509,,Rockland Street,Washington Street,Boston,0,1,3.0,West Roxbury
8798,8798,5245,Centre St @ Faulkner Hospital,,-71.127376,42.300839,,Allandale Street,Centre Street,Boston,0,1,3.0,Jamaica Plain
8800,8800,place-fldcr,Fields Corner,,-71.061667,42.300093,"50 Freeman St, Dorchester, MA 02122",,,Boston,1,1,,Dorchester
8804,8804,11802,Ave Louis Pasteur @ Longwood Ave,,-71.102334,42.338473,,,Avenue Louis Pasteur,Boston,0,1,3.0,Longwood
8805,8805,node-jfk-ashcolstair-platform,JFK/UMass,"JFK/UMass - Bottom of stairs from Ashmont, Alewife platform and Columbia Road",-71.052577,42.321173,,,,Boston,3,1,,Dorchester
8812,8812,place-DB-0095,Readville,,-71.133246,42.238405,"1800 Hyde Park Ave, Hyde Park, MA 02136",,,Boston,1,1,,Hyde Park
8813,8813,372,Talbot Ave @ Southern Ave,,-71.073109,42.29058,,Southern Avenue,Talbot Avenue,Boston,0,1,3.0,Dorchester
8814,8814,node-405-street,Aquarium,Aquarium - Top of escalator from Atlantic Avenue to lobby,,,,,,Boston,3,1,,
8815,8815,70029,Community College,Community College - Orange Line - Oak Grove,-71.069533,42.373622,,,,Boston,0,1,1.0,Charlestown
8816,8816,1027,Chestnut Hill Ave @ Englewood Ave,,-71.152079,42.337121,,Englewood Avenue,Chestnut Hill Avenue,Boston,0,1,3.0,Brighton
8817,8817,node-rugg-bus1stairs-lobby,Ruggles,Ruggles - Top of Lower Busway Lane 1 stairs,,,,,,Boston,3,1,,
8819,8819,door-mvbcl-square,"Maverick - Sumner St, Maverick Square","Maverick - Sumner St, Maverick Square",-71.0395,42.369193,,,,Boston,2,1,,East Boston
8824,8824,111,Mt Vernon St @ South Point Dr,,-71.040238,42.317184,,,Mount Vernon Street,Boston,0,1,3.0,Dorchester
8827,8827,882,Dorchester Ave @ Richmond St,,-71.067521,42.274026,,Richmond Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
8828,8828,node-wimnl-benn-farepaid,Wood Island,Wood Island - Paid side of fare gates,-71.022981,42.379793,,,,Boston,3,1,,East Boston
8831,8831,1114,Cambridge St @ N Harvard St,,-71.126505,42.357758,,North Harvard Street,Cambridge Street,Boston,0,1,3.0,Allston
8833,8833,3375,Gallivan Blvd @ Hutchinson St,,-71.064545,42.280178,,Hutchinson Street,Gallivan Boulevard,Boston,0,1,3.0,Dorchester
8834,8834,node-308-lobby,Sullivan Square,Sullivan Square - Top of Escalator 308,,,,,,Boston,3,1,,
8835,8835,1884,Weld St @ Willow St,,-71.15561,42.292196,,Willow Street,Weld Street,Boston,0,1,3.0,West Roxbury
8844,8844,1222,Columbus Ave @ Malcolm X Blvd,,-71.094468,42.331191,,Tremont Street,Columbus Avenue,Boston,0,1,3.0,Roxbury
8846,8846,node-377-lobby,Chinatown,Chinatown - Bottom of escalator from Oak Grove lobby,,,,,,Boston,3,1,,
8847,8847,NB-0076-S,Highland,Highland - Commuter Rail - Track 1 (All Trains),-71.153937,42.284969,,,,Boston,0,1,2.0,West Roxbury
8853,8853,825,Centre St opp Wedgemere Rd,,-71.161439,42.272129,,Wedgemere Road,Centre Street,Boston,0,1,3.0,West Roxbury
8855,8855,node-pktrm-stair14-gl,Park Street,Park Street - Top of stairs between Red Line center platform and Government Center & North platform,,,,,,Boston,3,1,,
8856,8856,155,W Broadway @ E St,,-71.049177,42.337652,,E Street,West Broadway,Boston,0,1,3.0,South Boston
8857,8857,node-418-lobby,Courthouse,Courthouse - Bottom of escalator from lobby to Fan Pier Boulevard,,,,,,Boston,3,1,,
8861,8861,6516,Turtle Pond Pkwy @ Fairview Ave,,-71.136614,42.247023,,,Turtle Pond Parkway,Boston,0,1,3.0,Hyde Park
8862,8862,633,Washington St @ Metropolitan Ave,,-71.133567,42.281294,,Metropolitan Avenue,Washington Street,Boston,0,1,3.0,Roslindale
8863,8863,2792,Poplar St @ Deforest St,,-71.131905,42.271001,,Deforest Street,Poplar Street,Boston,0,1,3.0,Hyde Park
8867,8867,70276,Mattapan,Mattapan - Mattapan Trolley - Ashmont,-71.092233,42.267559,,,,Boston,0,1,0.0,Mattapan
8868,8868,node-dwnxg-sbsumexitfare-unpaid,Downtown Crossing,Downtown Crossing - Outside of exit-only doors from Ashmont/Braintree platform,,,,,,Boston,3,1,,
8872,8872,8394,Baker St @ Varick Rd,,-71.169493,42.283723,,Varick Road,Baker Street,Boston,0,1,3.0,West Roxbury
8874,8874,door-orhte-saratoga,"Orient Heights - Saratoga St, Barnes Ave","Orient Heights - Saratoga St, Barnes Ave",-71.004364,42.386862,,,,Boston,2,1,,East Boston
8875,8875,node-712-platform,Orient Heights,Orient Heights - Bottom of Elevator 712,-71.004863,42.386992,,,,Boston,3,1,,East Boston
8876,8876,114,Causeway St @ North Station,,-71.060067,42.366114,,Beverly Street,Causeway Street,Boston,0,1,3.0,West End
8881,8881,33076,Gallivan Blvd @ Hallet St,,-71.046954,42.283946,,Hallet Street,Gallivan Boulevard,Boston,0,1,3.0,Dorchester
8883,8883,node-908-lobby,Haymarket,Haymarket - Bottom of elevator between lobby and busway,,,,,,Boston,3,1,,
8887,8887,node-sstat-919stair-rl,South Station,South Station - Bottom of stairs for Ashmont/Braintree,,,,,,Boston,3,1,,
8888,8888,node-939-lobby,Courthouse,Courthouse - Bottom of elevator between Thomson Place and lobby,,,,,,Boston,3,1,,
8890,8890,593,Dorchester Ave opp St Gregory St,,-71.067153,42.275402,,Saint Gregory Street,Dorchester Avenue,Boston,0,1,3.0,Dorchester
8892,8892,16365,River St @ Tesla St,,-71.097192,42.266439,,Violante Street,River Street,Boston,0,1,3.0,Mattapan
8896,8896,node-hymnl-ebstairs-lobby,Hynes Convention Center,Hynes Convention Center - Top of stairs for Park Street & North,,,,,,Boston,3,1,,
8909,8909,11,Melnea Cass Blvd opp Kerr Way,,-71.084459,42.334763,,Shawmut Avenue,Melnea Cass Boulevard,Boston,0,1,3.0,Roxbury
8910,8910,70017,Tufts Medical Center,Tufts Medical Center - Orange Line - Oak Grove,-71.063917,42.349662,,,,Boston,0,1,1.0,Downtown
8911,8911,door-sdmnl-benning,Suffolk Downs - Bennington St,Suffolk Downs - Bennington St,-70.996964,42.390367,,,,Boston,2,1,,East Boston
8917,8917,6368,River St @ Cummings Hwy,,-71.094318,42.267439,,Cummins Highway,River Street,Boston,0,1,3.0,Mattapan
8923,8923,node-968-platform,Ashmont,Ashmont - Bottom of elevator from Peabody Square to Alewife platform,-71.063875,42.284995,,,,Boston,3,1,,Dorchester
8925,8925,place-bomnl,Bowdoin,,-71.062037,42.361365,"Cambridge St and New Chardon St, Boston, MA 02114",,,Boston,1,2,,Downtown
8926,8926,5257,W Roxbury Pkwy @ Beech St,,-71.147838,42.285432,,Anawan Avenue,West Roxbury Parkway,Boston,0,1,3.0,West Roxbury
8927,8927,node-387-lobby,South Station,South Station - Bottom of Escalator 387,,,,,,Boston,3,1,,
8929,8929,11512,Bowdoin opp Mt Ida,,-71.065751,42.307529,,Elba Terrace,Bowdoin Street,Boston,0,1,3.0,Dorchester
