,id,stop_name,description,longitude,latitude,address,at_street,on_street,municipality,location_type,has_wheelchair_boarding,vehicle_type
2428,1725,1458 Blue Hill Ave opp Almont St,,-71.093362,42.274305,,Woodhaven Street,Blue Hill Avenue,Boston,0,1,3.0
2429,2627,Elm St @ Cutter Ave,,-71.120725,42.393658,,Russell Street,Elm Street,Somerville,0,1,3.0
2430,76500,American Legion Hwy @ Kingbird Rd,,-71.09416,42.29323,,,American Legion Highway,Boston,0,1,3.0
2431,3598,Downer Ave @ Condito Rd,,-70.903077,42.251031,,Condito Road,Downer Avenue,Hingham,0,1,3.0
2432,1434,Arsenal St @ Beechwood Ave,,-71.173348,42.364346,,Beechwood Avenue,Arsenal Street,Watertown,0,1,3.0
2433,7776,Trapelo Rd @ Sheffield Rd,,-71.241612,42.412463,,Sheffield Road,Trapelo Road,Waltham,0,1,3.0
2434,49739,S Bedford St opp Kimball Ave,,-71.197685,42.486346,,Kimball Avenue,South Bedford Street,Burlington,0,1,3.0
2435,530,Morton St @ Lorna Rd,,-71.082091,42.279969,,Lorna Road,Morton Street,Boston,0,1,3.0
2436,5897,Chelsea St @ Curtis St,,-71.022529,42.384015,,Curtis Street,Chelsea Street,Boston,0,1,3.0
2437,4191,N Main St opp Short St,,-71.042345,42.163883,,Short Street,North Main Street,Randolph,0,1,3.0
2438,2931,Columbia Rd @ Quincy St,,-71.070077,42.31118,,Quincy Street,Columbia Road,Boston,0,1,3.0
2439,door-lech-first,Lechmere - North First St,Lechmere - North First St,-71.076584,42.371572,,,,Cambridge,2,1,
2440,6433,Cummins Hwy @ Rowe St,,-71.120531,42.280568,,Rowe Street,Cummins Highway,Boston,0,1,3.0
2441,41031,Quincy Adams,Quincy Adams - Busway,-71.007244,42.233238,,,,Quincy,0,1,3.0
2442,place-masta,Massachusetts Avenue,,-71.083423,42.341512,"393 Massachusetts Ave, Boston, MA 02118",,,Boston,1,1,
2443,3863,Washington St @ Montiquot Ave,,-71.004212,42.215829,,Monatiquot Avenue,Washington Street,Braintree,0,1,3.0
2444,place-NB-0076,Highland,,-71.153937,42.284969,"Corey St and Hastings St, West Roxbury, MA 02132",,,Boston,1,1,
2445,553,Geneva Ave @ Holiday St,,-71.069795,42.302368,,Holiday Street,Geneva Avenue,Boston,0,1,3.0
2446,4088,Opp 859 Willard St,,-71.031316,42.22827,,,Willard Street,Quincy,0,1,3.0
2447,4286,571 N Main St,,-71.049275,42.17643,,Jones Avenue,North Main Street,Randolph,0,1,3.0
2448,77243,Hammond St @ Lawrence St,,-71.246685,42.380435,,Lawrence Street,Hammond Street,Waltham,0,1,3.0
2449,4279,N Main St @ Credit Union Way,,-71.044045,42.167022,,Depot Street,North Main Street,Randolph,0,1,3.0
2450,7431,Lincoln Ave @ Morton Ave,,-71.002434,42.449889,,Morton Avenue,Lincoln Avenue,Saugus,0,0,3.0
2451,node-bbsta-13stairs-platform,Back Bay,Back Bay - Bottom of Tracks 1-3 stairs,,,,,,Boston,3,1,
2452,76479,Hyde Park Ave @ Walk Hill St,,-71.116079,42.296076,,Walk Hill Street,Hyde Park Avenue,Boston,0,1,3.0
2453,4029,Franklin St @ Marshfield Rd,,-71.01102,42.20615,,Marshfield Road,Franklin Street,Braintree,0,1,3.0
2454,4298,N Main St @ Bennington St,,-71.060112,42.193747,,Bennington Street,North Main Street,Randolph,0,1,3.0
2455,node-forhl-lowerdoor,Forest Hills,Forest Hills - Building door for lower busway,-71.113763,42.300614,,,,Boston,3,1,
2456,3394,Adams St @ Stedman St,,-71.033739,42.256303,,Beale Street,Adams Street,Quincy,0,1,3.0
2457,node-armnl-farepaid,Arlington,Arlington - Paid side of fare gates,,,,,,Boston,3,1,
2458,23391,Back Bay,Back Bay - Busway,-71.074592,42.347441,,,Busway,Boston,0,1,3.0
2459,7411,Lynn St @ Oliver St,,-71.023324,42.433818,,Revere Street,Lynn Street,Malden,0,1,3.0
2460,WR-0053-S,Oak Grove,Oak Grove - Commuter Rail - Track 1 (All Trains),-71.070705,42.437731,,,,Malden,0,1,2.0
2461,5797,Beach St @ Walnut Ave,,-70.99676,42.409189,,Walnut Avenue,Beach Street,Revere,0,1,3.0
2462,3024,Hancock St @ Chester St,,-71.019559,42.269708,,Ferndale Road,Hancock Street,Quincy,0,1,3.0
2463,606,Washington St @ Walworth St,,-71.136949,42.278442,,Beech Street,Washington Street,Boston,0,1,3.0
2464,109871,Revere St opp Governors Dr,,-70.980466,42.382314,,Governors Drive,Revere Street,Winthrop,0,1,3.0
2465,8861,Elm St @ Ward St,,-71.162552,42.505012,,Ward Street,Elm Street,Woburn,0,1,3.0
2466,6697,Holyoke St opp Thorpe Rd,,-70.981102,42.466589,,Curwin Circle,Holyoke Street,Lynn,0,1,3.0
2467,6317,High St @ Allston St,,-71.12864,42.421462,,Allston Street,High Street,Medford,0,1,3.0
2468,1325,Humboldt Ave @ Seaver St,,-71.091588,42.31045,,Brookledge Street,Humboldt Avenue,Boston,0,1,3.0
2469,6637,Nahant Rd @ Summer St,,-70.916003,42.424888,,Summer Street,Nahant Road,Nahant,0,0,3.0
2470,49849,Opp 32 Second Ave,,-71.223674,42.484862,,,Second Avenue,Burlington,0,1,3.0
2471,49926,177 Lexington St,,-71.176638,42.47008,,,Lexington Street,Woburn,0,1,3.0
2472,86943,Moody St @ Main St,,-71.236982,42.375625,,Charles Street,Moody Street,Waltham,0,1,3.0
2473,6643,Nahant Rd @ Antigo Way,,-70.92844,42.428078,,Antigo Way,Nahant Road,Nahant,0,1,3.0
2474,327,Dorchester Ave @ Melville Ave,,-71.0614,42.296156,,Parkman Street,Dorchester Avenue,Boston,0,1,3.0
2475,8554,Sawmill Brook Pkwy @ McCarthy Rd,,-71.183769,42.292321,,McCarthy Road,Sawmill Brook Parkway,Newton,0,1,3.0
2476,node-pktrm-cpebstairs-gl,Park Street,Park Street - Top of stairs between Red Line center platform and Government Center & North platform,,,,,,Boston,3,1,
2477,782,Centre St Opp Mt Vernon St,,-71.157136,42.283083,,,Centre Street,Boston,0,1,3.0
2478,node-388-sl,South Station,South Station - Bottom of Escalator 388,,,,,,Boston,3,1,
2479,6842,Eastern Ave @ Essex St,,-70.928663,42.474773,,Essex Street,Eastern Avenue,Lynn,0,1,3.0
2480,5864,Maverick St @ Cottage St,,-71.034615,42.368292,,Cottage Street,Maverick Street,Boston,0,1,3.0
2481,node-bomnl-pstair-lobby,Bowdoin,Bowdoin - Top of stairs between platform and lobby,,,,,,Boston,3,1,
2482,node-astao-717-lobby,Assembly,Assembly - Top of Elevator 717,-71.077318,42.393058,,,,Somerville,3,1,
2483,node-gover-sentrancestairs-platform,Government Center,Government Center - Bottom of stairs between plaza and Green Line,,,,,,Boston,3,1,
2484,5916,Laurel St @ Sixth St,,-71.051823,42.455459,,Sixth Street,Laurel Street,Melrose,0,1,3.0
2485,2912,Columbia Rd @ Glendale St,,-71.068632,42.312642,,Glendale Street,Columbia Road,Boston,0,1,3.0
2486,349,Dorchester Ave @ Hoyt St,,-71.058222,42.308242,,Hoyt Street,Dorchester Avenue,Boston,0,1,3.0
2487,14836,Elm St @ Mugford St,,-70.851977,42.506258,,Green Street,Elm Street,Marblehead,0,1,3.0
2488,place-sbmnl,Stony Brook,,-71.104248,42.317062,"100 Boylston St, Jamaica Plain, MA",,,Boston,1,1,
2489,node-qnctr-burginramp-cr,Quincy Center,Quincy Center - Bottom of ramp to Burgin Parkway,-71.005249,42.25114,,,,Quincy,3,1,
2490,31619,Opp 20 Washington St - Norwood Line,,-71.190464,42.21266,,,Washington Street,Norwood,0,1,3.0
2491,4093,West St @ Willard St,,-71.028307,42.235738,,Wesson Avenue,West Street,Quincy,0,1,3.0
2492,7922,Arlington Heights Busway,,-71.184975,42.424903,,Massachusetts Avenue,Busway,Arlington,0,1,3.0
2493,2910,Columbia Rd @ Dudley St,,-71.065045,42.317228,,Dudley Street,Columbia Road,Boston,0,1,3.0
2494,2421,Medford St @ Hayes St,,-71.144557,42.420311,,Hayes Street,Medford Street,Arlington,0,1,3.0
2495,node-416-platform,Courthouse,Courthouse - Bottom of escalator from South Station platform to exit-only gates,,,,,,Boston,3,1,
2496,6152,Essex St @ Stetson Ave,,-70.915177,42.480596,,Stetson Avenue,Essex Street,Swampscott,0,1,3.0
2497,10008,Albany St opp Randolph St,,-71.064356,42.339915,,,Albany Street,Boston,0,1,3.0
2498,2389,Pearl St @ Skilton Ave,,-71.094764,42.387777,,Bradley Street,Pearl Street,Somerville,0,1,3.0
2499,69,Massachusetts Ave opp Lee St,,-71.107884,42.367873,,Lee Street,Massachusetts Avenue,Cambridge,0,1,3.0
2500,475,Washington Street @ Four Corners / Geneva Station,,-71.078215,42.302806,,Eldon Street,Washington Street,Boston,0,1,3.0
2501,29005,Sullivan Square,Sullivan Square - Upper Berth 5,-71.076519,42.384032,,,Busway,Boston,0,1,3.0
2502,2737,Broadway @ Pearson Rd,,-71.113803,42.400501,,Pearson Road,Broadway,Somerville,0,1,3.0
2503,9056,Highland Ave @ Charles St,,-71.080433,42.423278,,Charles Street,Highland Avenue,Malden,0,1,3.0
2504,4588,Centennial Dr opp Corporation Way,,-70.960967,42.522139,,Corporation Way,Centennial Drive,Peabody,0,0,3.0
2505,3724,Quincy Ave @ E Howard St,,-70.980632,42.236825,,West Howard Street,Quincy Avenue,Quincy,0,1,3.0
2506,node-927-sl,South Station,South Station - Top of Elevator 927,,,,,,Boston,3,1,
2507,1760,Heath St opp VA Hospital,,-71.109123,42.327905,,,Heath Street,Boston,0,1,3.0
2508,4204,Central Ave opp Rustlewood Rd,,-71.080797,42.259509,,Rustlewood Road,Central Avenue,Milton,0,1,3.0
2509,36831,Water St @ Myrtle St,,-70.924007,42.213452,,Myrtle Street,Water Street,Weymouth,0,1,3.0
2510,8599,Massachusetts Ave opp Slocum Rd,,-71.220974,42.444921,,Slocum Road,Massachusetts Avenue,Lexington,0,1,3.0
2511,9201,Main St @ Essex St,,-71.064624,42.456326,,Upham Street,Main Street,Melrose,0,1,3.0
2512,node-420-rl,South Station,South Station - Bottom of Escalator 420,,,,,,Boston,3,1,
2513,2700,Broadway @ Medford St - Magoun Sq,,-71.104096,42.397203,,Medford Street,Broadway,Somerville,0,1,3.0
2514,185,Mattapan,Mattapan - North Busway,-71.092067,42.267715,,,,Boston,0,1,3.0
2515,5871,Bennington St @ Prescott St,,-71.029571,42.378301,,Prescott Street,Bennington Street,Boston,0,1,3.0
2516,13841,564 Washington St,,-70.953745,42.205422,,,Washington Street,Weymouth,0,1,3.0
2517,5215,Fellsway @ Riverside Ave,,-71.084091,42.409434,,Riverside Avenue,Fellsway,Medford,0,1,3.0
2518,6604,Nahant St opp Ocean St,,-70.936808,42.46089,,Sagamore Street,Nahant Street,Lynn,0,1,3.0
2519,8174,Watertown St @ Pond St,,-71.194156,42.361881,,Pond Street,Watertown Street,Watertown,0,1,3.0
2520,7564,Essex St opp Grove St,,-71.014357,42.44952,,Grove Street,Essex Street,Saugus,0,1,3.0
2521,4495,Salem Tnpk @ Ballard St,,-70.980847,42.449412,,Ballard Street,Salem Turnpike,Saugus,0,1,3.0
2522,5623,Washington Ave opp Carmel St,,-71.033637,42.40069,,Carmel Street,Washington Avenue,Chelsea,0,1,3.0
2523,node-dwnxg-stair4-platform,Downtown Crossing,Downtown Crossing - Bottom of stairs between Alewife platform and Chauncy Street lobby,,,,,,Boston,3,1,
2524,30272,Farragut Rd @ Broadway,,-71.025028,42.336028,,East Broadway,Farragut Road,Boston,0,1,3.0
2525,FR-0167-01,Lincoln,Lincoln - Commuter Rail - Track 1 (Outbound),-71.326462,42.414983,,,,Lincoln,0,2,2.0
2526,8901,Bacon St @ School St,,-71.242404,42.37853,,School Street,Bacon Street,Waltham,0,1,3.0
2527,45406,Main St @ Winthrop St,,-71.062034,42.407088,,Winthrop Street,Main Street,Everett,0,1,3.0
2528,4404,Brook Rd @ Central Ave,,-71.081447,42.258447,,,Brook Road,Milton,0,1,3.0
2529,2778,Washington St opp Myrtle St,,-71.084037,42.381576,,Myrtle Street,Washington Street,Somerville,0,1,3.0
2530,51111,Mt Vernon St @ Bayside Expo Center,,-71.048754,42.320175,,,Mount Vernon Street,Boston,0,0,3.0
2531,node-knncl-backnbstair-platform,Kendall/MIT,Kendall/MIT - Stairs platform level,-71.086204,42.362628,,,,Cambridge,3,1,
2532,375,Talbot Ave @ Bernard St,,-71.079774,42.29255,,Bernard Street,Talbot Avenue,Boston,0,1,3.0
2533,66434,Cummins Hwy @ Harmon St,,-71.101659,42.270475,,Harmon Street,Cummins Highway,Boston,0,1,3.0
2534,2057,Mt Auburn St @ School St,,-71.164816,42.370622,,School Street,Mount Auburn Street,Watertown,0,1,3.0
2535,41693,Cambridge St @ Rita Ave,,-71.194079,42.497807,,Rita Avenue,Cambridge Street,Burlington,0,1,3.0
2536,2807,Poplar St @ Beech St,,-71.129374,42.273537,,Beech Street,Poplar Street,Boston,0,1,3.0
2537,10006,Albany St opp E Newton St,,-71.070135,42.335814,,East Newton Street,Albany Street,Boston,0,1,3.0
2538,1381,W Dedham St @ Washington St,,-71.071104,42.340934,,Pelham Street,West Dedham Street,Boston,0,1,3.0
2539,Government Center-Brattle,Government Center,Government Center - Green Line - Loop Platform,-71.059215,42.359705,,,,Boston,0,1,0.0
2540,6130,Essex St @ Stetson Ave,,-70.915242,42.480674,,Stetson Avenue,Essex Street,Swampscott,0,1,3.0
2541,place-pktrm,Park Street,,-71.062424,42.356395,"Tremont St and Winter St, Boston, MA 02108",,,Boston,1,1,
2542,1784,Ruggles St @ Huntington Ave,,-71.095079,42.337416,,,Ruggles Street,Boston,0,1,3.0
2543,node-703-bridge,Wonderland,Wonderland - Bridge level of garage elevator,-70.991914,42.413467,,,,Revere,3,1,
2544,5895,Orient Ave @ Faywood Ave,,-71.000096,42.389957,,Faywood Avenue,Orient Avenue,Boston,0,1,3.0
2545,1334,Humboldt Ave @ Humboldt Ct,,-71.086142,42.318292,,Munroe Street,Humboldt Avenue,Boston,0,1,3.0
2546,NHRML-0127-B,Anderson/Woburn - Busway,Anderson/Woburn - Commuter Rail Shuttle - Busway,-71.14387,42.517604,,,,Woburn,0,1,3.0
2547,node-WML-0081-harvardstairs-bottom,Newtonville,Newtonville - Bottom of stairs for Harvard St,-71.202367,42.352441,,,,Newton,3,1,
2548,5012,College Ave @ Broadway,,-71.11736,42.400532,,Powder House Square,College Avenue,Somerville,0,1,3.0
2549,2719,Broadway @ Illinois Ave,,-71.083179,42.387616,,Cutter Street,Broadway,Somerville,0,1,3.0
2550,111217,Nantasket Ave from Wash Blvd to Park Ave (FLAG),,-70.856877,42.270704,,Wharf Avenue,Nantasket Avenue,Hull,0,1,3.0
2551,9245,Main St opp Meriam St,,-71.06914,42.489568,,Meriam Street,Main Street,Wakefield,0,2,3.0
2552,FS-0049-S,Foxboro,Foxboro - Commuter Rail - Track 1 (All Trains),-71.26151,42.0951,,,,Foxborough,0,1,2.0
2553,1614,W Boundary Rd @ Georgetowne Dr,,-71.145549,42.259315,,Georgetowne Drive,West Boundary Road,Boston,0,1,3.0
2554,4221,309 S Main opp Rtichard Rd,,-71.044611,42.151808,,Richard Road,South Main Street,Randolph,0,1,3.0
2555,3068,Neponset Ave @ Victory Rd,,-71.054336,42.295775,,Victory Road,Neponset Avenue,Boston,0,1,3.0
2556,9434,Park Dr @ Fenway Sta,,-71.104558,42.345304,,,Park Drive,Boston,0,1,3.0
2557,3070,Neponset Ave @ S Monroe Ter,,-71.050815,42.292893,,Popes Hill Street,Neponset Avenue,Boston,0,1,3.0
2558,421,Talbot Ave opp Kerwin St,,-71.082315,42.293177,,Kerwin Street,Talbot Avenue,Boston,0,1,3.0
2559,node-mlmnl-crstairs-lobby,Malden Center,Malden Center - Bottom of Commuter Rail platform stairs,-71.07412,42.426738,,,,Malden,3,1,
2560,1398,W Dedham St @ Washington St,,-71.071385,42.340883,,,West Dedham Street,Boston,0,1,3.0
2561,6614,Castle Rd @ Harborview Rd,,-70.935037,42.427302,,Harbor View Road,Castle Road,Nahant,0,1,3.0
2562,424,Talbot Ave @ Colonial Ave,,-71.074625,42.290919,,Colonial Avenue,Talbot Avenue,Boston,0,1,3.0
2563,4805,Washington St @ Pickett St,,-70.848066,42.506412,,Pickett Street,Washington Street,Marblehead,0,0,3.0
2564,85231,MIT Lincoln Laboratory,,-71.266621,42.458044,,,,Lexington,0,1,3.0
2565,node-davis-colstairup-entrance,Davis,Davis - Top of stairs for College Avenue,-71.121839,42.396763,,,,Somerville,3,1,
2566,3569,North St @ South St,,-70.887823,42.242934,,South Street,North Street,Hingham,0,1,3.0
2567,11164,Centre St @ Burroughs St,,-71.1145,42.311466,,Burroughs Street,Centre Street,Boston,0,1,3.0
2568,1927,Jersey St @ Boylston St,,-71.097768,42.344478,,Boylston Street,Jersey Street,Boston,0,1,3.0
2569,11148,Malcolm X Blvd @ Madison Park HS,,-71.090588,42.331221,,King Street,Malcolm X Blvd,Boston,0,1,3.0
2570,place-FB-0177,Plimptonville,,-71.236125,42.159123,"185 Plimpton St, Walpole, MA 02081",,,Walpole,1,2,
2571,24628,Washington St @ George St,,-71.198285,42.198867,,Walkhill Road,Washington Street,Norwood,0,1,3.0
2572,565,Geneva Ave @ Columbia Rd,,-71.078119,42.306001,,Brinsley Street,Geneva Avenue,Boston,0,1,3.0
2573,3196,Newport Ave @ George Rd,,-71.013434,42.25957,,George Road,Newport Avenue,Quincy,0,1,3.0
2574,9021,Salem St @ Home St - Broadway Sq,,-71.039413,42.434125,,Home Street,Salem Street,Malden,0,1,3.0
2575,node-ccmnl-933-lobby,Community College,Community College - Top of Elevator 933,,,,,,Boston,3,1,
2576,85563,Baker St @ VFW Pkwy,,-71.171457,42.287566,,Veterans Of Foreign Wars Parkway,Baker Street,Boston,0,1,3.0
2577,place-bmmnl,Beachmont,,-70.992319,42.397542,"630 Winthrop Ave, Revere, MA 02151",,,Revere,1,1,
2578,NHRML-0078-02,Winchester Center,Winchester Center - Commuter Rail - Track 2 (Boston),-71.13783,42.451088,,,,Winchester,0,2,2.0
2579,3713,Quincy Ave @ Weymouth Landing,,-70.969034,42.221602,,Commercial Street,Quincy Avenue,Braintree,0,1,3.0
2580,8437,Bedford St @ Harrington Rd,,-71.230615,42.45056,,Hancock Street,Bedford Street,Lexington,0,1,3.0
2581,1423,Cambridge St @ Norfolk St,,-71.096101,42.373148,,Norfolk Street,Cambridge Street,Cambridge,0,1,3.0
2582,8610,Marrett Rd @ Leroy Rd,,-71.253345,42.44189,,Elena Road,Marrett Road,Lexington,0,1,3.0
2583,8320,Sohier Rd @ Beverly High School,,-70.879032,42.564177,,Herrick Street,Sohier Road,Beverly,0,1,3.0
2584,node-mlmnl-olstairs-lobby,Malden Center,Malden Center - Bottom of Orange Line platform stairs,-71.074253,42.426843,,,,Malden,3,1,
2585,5436,Lebanon St @ Salem St,,-71.046151,42.433625,,Salem Street,Lebanon Street,Malden,0,1,3.0
2586,door-haecl-congress,"Haymarket - RMV, City Hall, Faneuil Hall Marketplace","Haymarket - RMV, City Hall, Faneuil Hall Marketplace",-71.057805,42.361977,,,,Boston,2,1,
2587,node-436-platform,Arlington,Arlington - Bottom of westbound escalator,,,,,,Boston,3,1,
2588,node-wondl-nshorestairs-bottom,Wonderland,Wonderland - Bottom of stairs to Blue Line lobby from North Shore Road,-70.991982,42.413665,,,,Revere,3,1,
2589,door-WML-0102-auburn,Auburndale - Auburn St,Auburndale - Auburn St,-71.246948,42.346332,,,,Newton,2,2,
2590,70004,Stony Brook,Stony Brook - Orange Line - Forest Hills,-71.104248,42.317062,,,,Boston,0,1,1.0
2591,2821,Main St @ Bunker Hill St,,-71.071852,42.383307,,Medford Street,Main Street,Boston,0,1,3.0
2592,3353,Robertson St @ Kimball St,,-71.033785,42.254586,,Kimball Street,Robertson Street,Quincy,0,1,3.0
2593,29007,Sullivan Square,Sullivan Square - Lower Berth 7,-71.076312,42.384358,,,Busway,Boston,0,1,3.0
2594,15052,Commandants Way @ Williams St,,-71.044534,42.39232,,Williams Street,Commandant's Way,Chelsea,0,1,3.0
2595,3921,Hancock St opp Highland Ave,,-71.006503,42.19183,,Highland Avenue,Hancock Street,Braintree,0,1,3.0
2596,15651,Hillside Ave @ Crest Ave,,-71.028524,42.40111,,,,Chelsea,0,1,3.0
2597,11302,Harvard St @ Verndale St,,-71.129539,42.348388,,Verndale Street,Harvard Street,Brookline,0,1,3.0
2598,5742,Meridian St @ Havre St,,-71.038958,42.372502,,Havre Street,Meridian Street,Boston,0,1,3.0
2599,86180,Hanscom Field Dr @ Old Bedford Rd,,-71.289706,42.457593,,Old Bedford Road,Hanscom Drive,Lincoln,0,2,3.0
2600,8433,Massachusetts Ave @ Fottler Ave,,-71.198781,42.427043,,Fottler Avenue,Massachusetts Avenue,Lexington,0,1,3.0
2601,8955,Turtle Pond Pkwy @ Fairview Ave,,-71.136749,42.246951,,,Turtle Pond Parkway,Boston,0,1,3.0
2602,32912,McGrath Hwy @ Washington St,,-70.998193,42.250785,,Washington Street,McGrath Highway,Quincy,0,1,3.0
2603,door-babck-ebagganis,"Babcock Street - Harry Agganis Way, Pleasant St","Babcock Street - Harry Agganis Way, Pleasant St",-71.118712,42.351424,,,,Boston,2,1,
2604,3046,Hancock St opp Saint Anns Rd,,-71.011036,42.261107,,Saint Anns Road,Hancock Street,Quincy,0,1,3.0
2605,6148,Essex St @ Essex Ave,,-70.923793,42.475553,,Essex Avenue,Essex Street,Swampscott,0,0,3.0
2606,node-rugg-forsythstairs-bottom,Ruggles,Ruggles - Bottom of Forsyth Street entrance stairs,,,,,,Boston,3,1,
2607,2376,Boston Ave @ Winthrop St,,-71.121671,42.411399,,Winthrop Street,Boston Avenue,Medford,0,1,3.0
2608,node-prmnl-920ramp-platform,Prudential,Prudential - Bottom of ramp for elevator,,,,,,Boston,3,1,
2609,node-971-lobby,Kenmore,Kenmore - Top of westbound platform elevator,-71.095367,42.349006,,,,Boston,3,1,
2610,5279,Fellsway @ Watts St,,-71.08603,42.422291,,Watts Street,Fellsway,Malden,0,1,3.0
2611,109802,Saratoga St @ Teragram St,,-70.999451,42.383937,,Teragram Street,Saratoga Street,Boston,0,1,3.0
2612,5354,Ferry St @ Broadway,,-71.048403,42.415073,,Broadway,Ferry Street,Everett,0,1,3.0
2613,1396,Dartmouth St @ Tremont St,,-71.073849,42.342885,,Tremont Street,Dartmouth Street,Boston,0,1,3.0
2614,11587,Circuit Dr @ Glen Ln,,-71.094725,42.305236,,Pierpoint Road,Jewish War Veterans Drive,Boston,0,2,3.0
2615,4236,702 S Main St,,-71.039951,42.138425,,Acorn Drive,South Main Street,Randolph,0,1,3.0
2616,node-crtst-wtcexit-farepaid,Courthouse,Courthouse - Paid side of outbound exit-only gates,,,,,,Boston,3,1,
2617,49738,S Bedford St @ Wayside Rd,,-71.194768,42.484223,,Wayside Road,South Bedford Street,Burlington,0,1,3.0
2618,node-nqncy-nhpstair-platform,North Quincy,"North Quincy - Bottom of stairs between platform and Hancock Street, Newport Avenue lobby",-71.030696,42.276287,,,,Quincy,3,1,
2619,Boat-Long,Long Wharf (North),Long Wharf (North) - Gate 5,-71.049976,42.360795,"Long Wharf near Christopher Columbus Park, Boston, MA 02110",,,Boston,0,1,4.0
